PSNR (256)_YYUV
C:\Users\hoang\OneDrive\Desktop\video_goc.mp4
C:\Users\hoang\OneDrive\Desktop\video_thu.mp4
AVG: 40.71209717
42.81572342
44.69867706
44.51278305
46.30347443
46.53588867
46.24830246
46.51174927
46.60350418
46.50927734
46.81451797
47.77619171
47.48241806
47.98107147
47.37625504
47.51415253
47.01415253
47.67169952
47.77879333
47.80537415
47.88938522
47.73122406
47.47072601
46.78392792
47.60091782
47.33024597
47.03765106
47.56876373
47.49341965
47.11540222
47.61456299
47.63256836
47.53868484
48.07444763
47.72500610
46.84715652
47.93308258
47.49362564
47.81129456
47.68827057
47.87922287
47.03770447
47.65568542
47.59208298
47.30964661
47.45958710
47.66552353
46.63509369
47.36556244
47.26280594
47.06716537
47.22762299
48.17676926
46.80448914
47.04319382
47.77271652
47.49967194
47.91113281
47.23372650
47.28767776
47.41792679
47.77806854
46.88825607
46.97314453
47.08535004
46.35816574
47.10092545
47.08670044
47.30520248
46.97096252
46.80015564
46.95401764
47.28963852
46.94091797
48.03192139
47.39429855
48.29711151
47.83899307
47.82153320
48.28450775
47.88401794
47.33657455
47.02150726
48.01996231
47.94977570
47.79220200
47.88976669
47.26392746
47.34360123
47.81614304
49.61849213
49.14796448
48.44309235
48.96383286
47.99875641
47.54396057
47.89607239
48.05130768
47.54150772
47.10309982
47.27367020
47.97037506
45.50378799
45.53715134
46.11658478
45.89971542
45.68781281
45.36355591
45.14838409
46.59944534
46.48175049
47.43415070
46.61167908
46.56970215
46.36939621
47.17900848
47.50100708
47.11101532
46.72305679
47.51838684
46.27542496
46.02288818
45.75520325
46.50804901
46.97705841
46.07605743
46.06264114
46.34679413
46.99151611
47.08409119
46.36791992
46.83708954
47.46303177
46.58441544
46.45529938
46.14101791
46.86026001
46.34543610
46.69913483
46.79544449
46.54885101
46.36804962
46.78164673
46.45923996
46.91941833
46.82381058
46.04045105
45.69635010
46.52642059
45.88615036
46.43340683
46.23458481
46.24404526
46.22528458
46.65699387
46.17049789
46.46866608
47.04787445
46.22783279
45.61520004
45.96874619
46.51988220
45.05786133
44.57529449
45.80168152
